,a_rouge_1s,b_rouge_1s,a_rouge_2s,b_rouge_2s,a_rouge_ls,b_rouge_ls,a_bleus,b_bleus,a_bert_scores,b_bert_scores
0,0.4357142746448517,0.38434162735939026,0.06474819779396057,0.04301075264811516,0.20000000298023224,0.15658363699913025,0.07965707920645171,0.08448875093155277,0.6176878809928894,0.6145630478858948
1,0.32487308979034424,0.30000001192092896,0.041025642305612564,0.07070706784725189,0.2131979763507843,0.18000000715255737,0.03497662171658398,0.058943418324382976,0.6044239401817322,0.5994850993156433
2,0.24561403691768646,0.19540229439735413,0.03550295904278755,0.011627906933426857,0.14035087823867798,0.1034482792019844,0.02791152685949227,0.024980141549325496,0.6039745807647705,0.5667201280593872
3,0.21551723778247833,0.2926829159259796,0.008695651777088642,0.03940886631608009,0.12068965286016464,0.1170731708407402,0.0,0.0725257313574322,0.5647984147071838,0.5892691612243652
4,0.43877550959587097,0.34319525957107544,0.08717948943376541,0.0535714291036129,0.1785714328289032,0.1538461595773697,0.07982586140597411,0.07020098856187715,0.6123854517936707,0.5947566032409668
5,0.23312883079051971,0.28409090638160706,0.012422360479831696,0.04597701132297516,0.1349693238735199,0.125,0.0,0.03239626335818998,0.5506693124771118,0.5646054744720459
6,0.32085561752319336,0.26923078298568726,0.010810811072587967,0.029126213863492012,0.14973261952400208,0.13461539149284363,0.03159268021850583,0.030302819500074456,0.5427942276000977,0.523968517780304
7,0.30327868461608887,0.2266009896993637,0.06611569970846176,0.02985074557363987,0.2049180269241333,0.12807881832122803,0.035718303907395325,0.03458433771782802,0.6149247288703918,0.5847864151000977
8,0.4198473393917084,0.39846742153167725,0.0923076942563057,0.10038609802722931,0.19083969295024872,0.18390804529190063,0.09566171906639429,0.09194883875209722,0.6225498914718628,0.6127892732620239
9,0.2926829159259796,0.36153846979141235,0.029556650668382645,0.09302325546741486,0.13658536970615387,0.14615385234355927,0.0,0.08595903065347259,0.5325866341590881,0.6021139621734619
10,0.33043476939201355,0.349056601524353,0.035087719559669495,0.0476190485060215,0.1304347813129425,0.14150942862033844,0.053613594207752045,0.05436271245585023,0.5775870680809021,0.5876783132553101
11,0.3567567467689514,0.3041474521160126,0.0765027329325676,0.055813953280448914,0.1621621549129486,0.1658986210823059,0.06556928188728665,0.0,0.5641730427742004,0.5524446368217468
12,0.2448979616165161,0.25,0.08275862038135529,0.07228915393352509,0.13605442643165588,0.130952388048172,0.097593105636227,0.10008093271870923,0.6187767386436462,0.6295595169067383
13,0.30327868461608887,0.3333333432674408,0.07438016682863235,0.078125,0.17213115096092224,0.1705426424741745,0.03976147162075302,0.05823374000272227,0.588944673538208,0.5887976884841919
14,0.2808988690376282,0.2666666805744171,0.034090910106897354,0.024539876729249954,0.14606741070747375,0.15757575631141663,0.041614975756520484,0.046163829144820624,0.570834755897522,0.5925644636154175
15,0.37785017490386963,0.32974910736083984,0.06557376682758331,0.04332130029797554,0.18241041898727417,0.17204301059246063,0.032462533569881435,0.02562821202132797,0.5776735544204712,0.5625969767570496
16,0.36966824531555176,0.4054054021835327,0.07655502110719681,0.1090909093618393,0.1611374467611313,0.20720720291137695,0.07792380756120683,0.09098656706488033,0.6009661555290222,0.6227109432220459
17,0.3645320236682892,0.35175880789756775,0.08955223858356476,0.0710659921169281,0.17733989655971527,0.21105527877807617,0.04254965969863049,0.058022339099551366,0.6295307278633118,0.6296125650405884
18,0.4265402853488922,0.41777777671813965,0.17224881052970886,0.1434977650642395,0.20853079855442047,0.2133333384990692,0.1227611453780423,0.1432325838045923,0.6379103660583496,0.6456869840621948
