experiment_name,rouge1,rouge2,rougeL,bleu,bert_score
multi_xscience_onestep,0.34730732440948486,0.08026367425918579,0.17044490575790405,0.07054686231152925,0.5980910900228097
multi_xscience_twostep,0.3534134030342102,0.08372467011213303,0.17134125530719757,0.09235768045397334,0.6049289025619968
